clueweb09-en0000-00-03430 -2
clueweb09-en0000-00-03431 -2
clueweb09-en0000-00-03433 -2
clueweb09-en0000-00-03434 -2
clueweb09-en0000-00-03435 -2
clueweb09-en0000-00-03436 -2
clueweb09-en0000-00-03437 -2
clueweb09-en0000-00-03438 -2
clueweb09-en0000-00-04022 -2
clueweb09-en0000-00-04023 -2
clueweb09-en0000-00-04024 -2
clueweb09-en0000-00-04025 -2
clueweb09-en0000-00-04027 -2
clueweb09-en0000-00-04028 -2
clueweb09-en0000-00-04029 -2
clueweb09-en0000-00-04030 -2
clueweb09-en0000-00-04032 -2
clueweb09-en0000-00-04033 -2
clueweb09-en0000-00-04034 -2
clueweb09-en0000-00-04038 -2
clueweb09-en0000-00-04041 -2
clueweb09-en0000-00-04042 -2
clueweb09-en0000-00-04043 -2
clueweb09-en0000-00-04044 -2
clueweb09-en0000-00-13114 0
clueweb09-en0000-00-13312 -2
clueweb09-en0000-00-13313 -2
clueweb09-en0000-00-13314 -2
clueweb09-en0000-00-13315 -2
clueweb09-en0000-00-13316 -2
clueweb09-en0000-00-16779 -2
clueweb09-en0000-00-16780 -2
clueweb09-en0000-00-16781 -2
clueweb09-en0000-00-17600 1
clueweb09-en0000-00-17601 -2
clueweb09-en0000-00-17602 -2
clueweb09-en0000-00-17603 -2
clueweb09-en0000-00-17604 -2
clueweb09-en0000-00-17605 -2
clueweb09-en0000-00-17606 -2
clueweb09-en0000-00-17607 -2
clueweb09-en0000-00-17608 -2
clueweb09-en0000-00-17610 -2
clueweb09-en0000-00-18722 0
clueweb09-en0000-00-18918 0
clueweb09-en0000-00-18919 0
clueweb09-en0000-01-01067 1
clueweb09-en0000-04-02475 1
clueweb09-en0000-13-01489 1
clueweb09-en0000-14-36711 1
clueweb09-en0000-22-01842 1
clueweb09-en0000-23-17666 1
clueweb09-en0000-29-00882 1
clueweb09-en0000-35-31755 0
clueweb09-en0000-36-14643 0
clueweb09-en0000-52-01924 1
clueweb09-en0000-54-17815 1
clueweb09-en0000-73-29778 0
clueweb09-en0000-81-02281 0
clueweb09-en0000-85-24964 0
clueweb09-en0000-85-24996 0
clueweb09-en0000-97-20519 0
clueweb09-en0000-98-17055 1
clueweb09-en0001-00-25180 0
clueweb09-en0001-00-25181 0
clueweb09-en0001-07-15577 0
clueweb09-en0001-35-21129 1
clueweb09-en0001-41-08510 1
clueweb09-en0001-45-26006 0
clueweb09-en0001-45-26029 0
clueweb09-en0001-54-14652 1
clueweb09-en0001-65-05669 1
clueweb09-en0001-70-18096 0
clueweb09-en0001-80-31661 -2
clueweb09-en0001-92-00487 0
clueweb09-en0002-05-06473 0
clueweb09-en0002-11-14088 0
clueweb09-en0002-16-24613 0
clueweb09-en0002-19-09466 1
clueweb09-en0002-31-07336 0
clueweb09-en0002-82-25423 1
clueweb09-en0002-97-14075 0
clueweb09-en0003-00-27142 -2
clueweb09-en0003-00-27777 -2
clueweb09-en0003-16-13796 0
clueweb09-en0003-19-21637 0
clueweb09-en0003-22-00479 0
clueweb09-en0003-30-10128 -2
clueweb09-en0003-74-03807 0
clueweb09-en0003-88-24177 1
clueweb09-en0003-95-21017 0
clueweb09-en0004-01-03541 4
clueweb09-en0004-16-25010 0
clueweb09-en0004-16-25132 1
clueweb09-en0004-16-25464 1
clueweb09-en0004-17-02888 1
clueweb09-en0004-37-02167 0
clueweb09-en0004-50-32815 0
clueweb09-en0004-52-34963 1
clueweb09-en0004-52-35052 0
clueweb09-en0004-56-15031 1
clueweb09-en0004-65-06751 -2
clueweb09-en0004-65-36237 0
clueweb09-en0004-76-05894 1
clueweb09-en0004-80-00508 1
clueweb09-en0004-81-37608 0
clueweb09-en0004-81-37621 1
clueweb09-en0005-14-31373 1
clueweb09-en0005-21-11315 0
clueweb09-en0005-24-24966 1
clueweb09-en0005-29-23517 0
clueweb09-en0005-29-24032 1
clueweb09-en0005-29-24033 1
clueweb09-en0005-32-04203 0
clueweb09-en0005-56-35975 1
clueweb09-en0005-58-00326 0
clueweb09-en0005-58-00328 0
clueweb09-en0005-58-00329 0
clueweb09-en0005-58-00376 0
clueweb09-en0005-58-00392 1
clueweb09-en0005-63-35961 0
clueweb09-en0005-82-27223 1
clueweb09-en0005-98-00096 1
clueweb09-en0005-98-00099 1
clueweb09-en0005-98-00107 2
clueweb09-en0005-98-00108 1
clueweb09-en0005-98-00110 1
clueweb09-en0005-98-00112 1
clueweb09-en0005-98-00113 4
clueweb09-en0005-98-00119 1
clueweb09-en0006-14-19112 0
clueweb09-en0006-18-29833 1
clueweb09-en0006-18-29841 1
clueweb09-en0006-18-29854 1
clueweb09-en0006-41-17219 0
clueweb09-en0006-58-41154 0
clueweb09-en0006-73-25389 1
clueweb09-en0006-76-13494 0
clueweb09-en0006-76-13495 0
clueweb09-en0006-98-41131 0
clueweb09-en0006-98-41132 0
clueweb09-en0007-01-07907 1
clueweb09-en0007-26-18306 0
clueweb09-en0007-28-32033 0
clueweb09-en0007-31-01247 0
clueweb09-en0007-55-00718 1
clueweb09-en0007-55-00719 1
clueweb09-en0007-55-00754 0
clueweb09-en0007-60-25864 1
clueweb09-en0007-60-28630 4
clueweb09-en0007-60-28632 3
clueweb09-en0007-62-35258 0
clueweb09-en0007-67-23523 0
clueweb09-en0007-84-37981 1
clueweb09-en0008-05-01472 1
clueweb09-en0008-05-01483 1
clueweb09-en0008-13-21527 0
clueweb09-en0008-13-21539 0
clueweb09-en0008-14-34093 0
clueweb09-en0008-24-06121 0
clueweb09-en0008-24-06204 0
clueweb09-en0008-24-06205 0
clueweb09-en0008-24-06210 0
clueweb09-en0008-24-06211 0
clueweb09-en0008-31-16572 1
clueweb09-en0008-31-16573 0
clueweb09-en0008-41-10509 0
clueweb09-en0008-47-01488 0
clueweb09-en0008-58-11409 0
clueweb09-en0008-62-35770 1
clueweb09-en0008-68-05427 0
clueweb09-en0008-84-31949 1
clueweb09-en0008-84-31950 1
clueweb09-en0008-90-12218 0
clueweb09-en0008-90-12227 0
clueweb09-en0008-91-02471 0
clueweb09-en0008-97-32658 0
clueweb09-en0009-04-16742 1
clueweb09-en0009-05-12500 0
clueweb09-en0009-24-15225 1
clueweb09-en0009-26-18461 0
clueweb09-en0009-26-18654 1
clueweb09-en0009-26-18922 0
clueweb09-en0009-82-05607 0
clueweb09-en0009-84-25702 0
clueweb09-en0009-84-25705 0
clueweb09-en0009-84-25708 0
clueweb09-en0009-84-33861 0
clueweb09-en0009-84-33862 0
clueweb09-en0010-28-37996 0
clueweb09-en0010-29-04313 1
clueweb09-en0010-79-01642 0
clueweb09-en0010-79-01651 0
clueweb09-en0010-79-21791 0
clueweb09-en0010-82-12518 1
clueweb09-en0010-82-12587 4
clueweb09-en0010-82-12588 1
clueweb09-en0010-82-12589 1
clueweb09-en0010-82-12593 4
clueweb09-en0010-88-01445 0
clueweb09-en0010-94-15994 1
clueweb09-en0010-94-16001 0
clueweb09-en0010-96-35657 0
clueweb09-en0010-97-09232 0
clueweb09-en0011-04-11428 0
clueweb09-en0011-04-11445 4
clueweb09-en0011-06-39804 0
clueweb09-en0011-10-08000 0
clueweb09-en0011-24-10723 0
clueweb09-en0011-37-42136 0
clueweb09-en0011-54-30937 1
clueweb09-en0011-62-17582 4
clueweb09-en0011-64-42451 0
clueweb09-en0011-67-00065 1
clueweb09-en0011-67-00071 1
clueweb09-en0011-67-00072 1
clueweb09-en0011-67-00108 1
clueweb09-en0011-70-25681 0
clueweb09-en0011-79-06754 0
clueweb09-en0011-80-08664 1
clueweb09-en0011-81-31383 0
clueweb09-en0011-86-02948 0
clueweb09-en0011-86-02952 0
clueweb09-en0012-19-07908 1
clueweb09-en0012-23-03552 0
clueweb09-en0012-53-28553 0
clueweb09-en0012-63-06509 1
clueweb09-en0013-16-05501 4
clueweb09-en0013-41-20180 0
clueweb09-en0015-17-16035 0
clueweb09-en0016-13-14998 0
clueweb09-en0016-13-15023 0
clueweb09-en0016-74-02139 0
clueweb09-en0017-63-12169 1
clueweb09-en0017-63-15429 0
clueweb09-en0018-87-23400 0
clueweb09-en0019-21-33811 4
clueweb09-en0019-21-33812 1
clueweb09-en0019-21-33829 1
clueweb09-en0019-21-33839 1
clueweb09-en0019-43-19586 1
clueweb09-en0019-94-25941 0
clueweb09-en0020-10-06400 1
clueweb09-en0020-82-26264 0
clueweb09-en0020-87-00459 1
clueweb09-en0022-68-34319 1
clueweb09-en0022-68-34378 1
clueweb09-en0022-68-34384 0
clueweb09-en0024-06-12786 0
clueweb09-en0024-22-14525 1
clueweb09-en0024-22-14600 4
clueweb09-en0024-27-23167 0
clueweb09-en0024-33-22982 0
clueweb09-en0024-64-06740 1
clueweb09-en0024-73-18589 0
clueweb09-en0024-83-29327 0
clueweb09-en0025-05-27425 0
clueweb09-en0025-45-14375 0
clueweb09-en0025-78-03142 1
clueweb09-en0026-14-34196 1
clueweb09-en0026-27-04431 0
clueweb09-en0026-32-45141 0
clueweb09-en0026-82-35218 0
clueweb09-en0027-05-20087 1
clueweb09-en0027-08-33006 0
clueweb09-en0027-68-33178 0
clueweb09-en0033-51-27949 0
clueweb09-en0034-57-19231 1
clueweb09-en0035-03-25124 1
clueweb09-en0035-59-26096 0
clueweb09-en0035-59-26097 0
clueweb09-en0036-37-25980 1
clueweb09-en0036-37-25986 1
clueweb09-en0037-43-23906 0
clueweb09-en0037-71-18552 4
clueweb09-en0038-48-23412 0
clueweb09-en0038-57-41964 1
clueweb09-en0038-67-12048 1
clueweb09-en0038-81-24098 0
clueweb09-en0038-93-43789 0
clueweb09-en0038-97-14423 4
clueweb09-en0040-05-11036 0
clueweb09-en0041-49-00132 0
clueweb09-en0043-36-15378 1
clueweb09-en0043-62-18408 -2
clueweb09-en0044-08-26953 0
clueweb09-en0044-14-26043 0
clueweb09-en0044-31-27574 -2
clueweb09-en0045-72-23551 1
clueweb09-en0046-44-34177 0
clueweb09-en0046-50-33676 0
clueweb09-en0048-17-04439 1
clueweb09-en0049-41-31791 1
clueweb09-en0049-41-31794 1
clueweb09-en0050-39-09037 1
clueweb09-en0051-39-04209 0
clueweb09-en0051-50-40372 0
clueweb09-en0052-75-46029 0
clueweb09-en0057-02-14510 0
clueweb09-en0058-02-05242 1
clueweb09-en0059-39-10214 4
clueweb09-en0061-17-29565 1
clueweb09-en0061-38-27447 0
clueweb09-en0061-56-01567 1
clueweb09-en0062-11-03669 1
clueweb09-en0063-33-04836 1
clueweb09-en0064-15-36235 0
clueweb09-en0065-50-07787 1
clueweb09-en0067-64-18753 0
clueweb09-en0067-73-09596 1
clueweb09-en0067-77-23218 1
clueweb09-en0067-92-19178 1
clueweb09-en0067-92-19180 1
clueweb09-en0069-09-08081 0
clueweb09-en0071-17-27736 1
clueweb09-en0072-14-11774 0
clueweb09-en0072-71-27950 0
clueweb09-en0073-60-08538 4
clueweb09-en0076-03-06994 1
clueweb09-en0076-08-07393 4
clueweb09-en0076-50-08146 0
clueweb09-en0078-01-39510 0
clueweb09-en0078-03-38419 0
clueweb09-en0078-22-27256 1
clueweb09-en0079-55-11227 0
clueweb09-en0081-03-37700 1
clueweb09-en0081-03-37703 1
clueweb09-en0081-52-30251 0
clueweb09-en0081-77-25189 0
clueweb09-en0081-91-43412 1
clueweb09-en0081-92-32273 1
clueweb09-en0086-73-31486 0
clueweb09-en0086-73-31487 0
clueweb09-en0087-46-23775 1
clueweb09-en0090-27-13474 0
clueweb09-en0090-27-13475 1
clueweb09-en0091-11-40657 0
clueweb09-en0091-71-32139 0
clueweb09-en0092-38-28784 0
clueweb09-en0093-17-36817 1
clueweb09-en0093-17-36818 0
clueweb09-en0093-17-36819 0
clueweb09-en0095-38-23912 0
clueweb09-en0099-70-06771 1
clueweb09-en0101-70-27079 0
clueweb09-en0102-66-30240 0
clueweb09-en0103-62-18907 2
clueweb09-en0103-91-24910 2
clueweb09-en0106-57-29502 0
clueweb09-en0106-59-37912 0
clueweb09-en0109-13-11910 0
clueweb09-en0110-30-14854 1
clueweb09-en0112-32-12079 0
clueweb09-en0117-19-30588 1
clueweb09-en0118-20-27520 1
clueweb09-en0118-44-14683 0
clueweb09-en0118-50-36693 0
clueweb09-en0119-00-42488 1
clueweb09-en0121-66-19530 0
